domain,category,job_link,job_title,company,job_family,text_snippet,relevant_skills,tag_present,text_present
Creativity And Inovation,tag_only,https://www.linkedin.com/jobs/view/developer-and-provider-risk-investigator-ii-at-amazon-3800565304,Developer and Provider Risk Investigator II,Amazon,SWE,"Description
The Amazon Selling Partner Developer Services team is hiring for an experienced Developer Health Risk Investigator to drive and enhance compliance with program policy requirements to mitigate Selling Partner API (SP-API) related Selling Partner and Developer risk. This position will play an integral role in managing both internal and external facing risk programs, building and maintaining relationships with internal stakeholders, reviewing data analytics to make informed decisions, a",,True,False
Creativity And Inovation,tag_only,https://www.linkedin.com/jobs/view/senior-water-resource-engineer-at-retail-options-3705229498,Senior Water Resource Engineer,Retail Options,Other,"Responsibilities
Responsibilities include project management and design of irrigation and water resource engineering projects, NEPA permitting, engineering report writing, construction management; and coordination with other engineering staff, suppliers, contractors, and clients.
The candidate must have a proven track record of marketing, building strong relationships, securing work with potential clients, and providing exceptional project delivery to existing clients.
The candidate should be kn",,True,False
Creativity And Inovation,text_only,https://www.linkedin.com/jobs/view/environmental-scientist-i-fftl-at-commonwealth-of-kentucky-3804479157,Environmental Scientist I (FFTL),Commonwealth of Kentucky,Other,"Advertisement Closes
1/17/2024 (7:00 PM EST)
req57879
Environmental Scientist I (FFTL)
Pay Grade 13
Salary
$3,347.98 - $4,628.66 Monthly
Employment Type
EXECUTIVE BRANCH | FULL TIME | ELIGIBLE FOR OVERTIME PAY | 18A | 37.5 HR/WK
Click here for more details on state employment.
Hiring Agency
Energy & Environment Cabinet | Department for Natural Resources
Location
3140 South Lake Dr. Suite 5
Prestonsburg KY 41653 USA
The agency may authorize the selected candidate to telecommute. The agency may te",,False,True
Creativity And Inovation,text_only,https://www.linkedin.com/jobs/view/senior-engineer-project-manager-at-brown-and-caldwell-3630840016,Senior Engineer & Project Manager,Brown and Caldwell,Other,"Our Northeast Area has an exciting job opportunity for a motivated and aspiring Senior Engineer & Project Manager with experience in facility planning and design of municipal water and wastewater treatment facilities, pumping stations, and linear infrastructure to join our growing team. In this role, you will provide engineering support involving water distribution and wastewater collection systems, water and wastewater treatment systems, including the planning, design, and oversight of infrastr",,False,True
Creativity And Inovation,text_only,https://www.linkedin.com/jobs/view/postdoctoral-scientist-cokic-lab-biomedical-imaging-research-institute-at-jobs-for-humanity-3805663099,Postdoctoral Scientist - Cokic Lab - Biomedical Imaging Research Institute,Jobs for Humanity,Other,"Company Description
Jobs for Humanity is partnering with CEDARS-SINAI to build an inclusive and just employment ecosystem. Therefore, we prioritize individuals coming from the following communities: Refugee, Neurodivergent, Single Parent, Blind or Low Vision, Deaf or Hard of Hearing, Black, Hispanic, Asian, Military Veterans, the Elderly, the LGBTQ, and Justice Impacted individuals. This position is open to candidates who reside in and have the legal right to work in the country where the job is",,False,True
Creativity And Inovation,text_only,https://www.linkedin.com/jobs/view/senior-fullstack-engineer-at-recruiting-from-scratch-3774091075,Senior Fullstack Engineer,Recruiting from Scratch,SWE,"Who is Recruiting from Scratch :
Recruiting from Scratch is a premier talent firm that focuses on placing the best product managers, software, and hardware talent at innovative companies. Our team is 100% remote and we work with teams across the United States to help them hire. We work with companies funded by the best investors including Sequoia Capital, Lightspeed Ventures, Tiger Global Management, A16Z, Accel, DFJ, and more.
https://www.recruitingfromscratch.com/
Our Client
As a Senior engine",,False,True
Creativity And Inovation,text_only,https://www.linkedin.com/jobs/view/senior-esam-developer-at-blackspoke-3789241247,Senior ESAM Developer,Blackspoke,SWE,"Own your opportunity to serve as a critical component of our nation's safety and security. Make an impact by using your expertise to protect our country from threats.
Be part of an exciting opportunity to contribute to one of the nation's most critical intelligence organizations. Your work directly impacts national security and global issues, you will have the chance to contribute to missions that are of paramount importance to the United States and its allies, know that that the environments an",,False,True
Creativity And Inovation,text_only,https://www.linkedin.com/jobs/view/lead-software-engineer-java-microservices-aws-at-clickjobs-io-3799883925,Lead Software Engineer - Java/Microservices/AWS,ClickJobs.io,SWE,"JOB DESCRIPTION We have an opportunity to impact your career and provide an adventure where you can push the limits of what's possible. As a Lead Software Engineer at JPMorgan Chase within the Consumer & Community Banking Digital Technology, you are an integral part of an agile team that works to enhance, build, and deliver trusted market-leading technology products in a secure, stable, and scalable way. As a core technical contributor, you are responsible for conducting critical technology solu",,False,True
Creativity And Inovation,text_only,https://www.linkedin.com/jobs/view/sr-power-electronics-engineer-%E2%80%93-hv-at-supernal-3716501087,Sr. Power Electronics Engineer – HV,Supernal,Other,"Supernal is at the forefront of creating emerging mobility solutions that will foster the development of human-centered cities. We are designing a completely new electric vertical take-off and landing (eVTOL) aircraft tailored to the mobility needs of future cities. This allows passengers a seamless intermodal journey that safely transports them to their final destination. We fuse research in autonomy, robotics, aviation and services to define a new category of mobility for the world’s communiti",,False,True
Creativity And Inovation,text_only,https://www.linkedin.com/jobs/view/structural-engineer-at-hdr-3735118358,Structural Engineer,HDR,Other,"About Us
At HDR, we specialize in engineering, architecture, environmental and construction services. We create an unshakable foundation for progress because our multidisciplinary teams also include scientists, economists, builders, analysts and artists. That's why we believe diversity is our greatest strength. HDR is proud to be an equal opportunity workplace and an affirmative action employer.
Watch Our Story:' https://www.hdrinc.com/our-story'
We believe that the way we work can add meaning a",,False,True
Creativity And Inovation,text_only,https://ca.linkedin.com/jobs/view/senior-research-scientist-machine-learning-for-atomistic-simulations-at-recursion-3751183546,Senior Research Scientist - Machine Learning for Atomistic Simulations,Recursion,ML/AI,"About Valence Labs
Valence Labs is a research and productization engine within Recursion dedicated to advancing the frontier of AI in drug discovery. Combining the intellectual freedom of academia with the resources and stability of industry, we develop novel AI technologies to spearhead a fundamental shift in the way we discover and develop treatments for complex disease. Our research is driven by optimism, purpose, and a shared vision for a healthier tomorrow. We publish in top journals and co",,False,True
Creativity And Inovation,text_only,https://uk.linkedin.com/jobs/view/lead-data-scientist-6286-at-cromwell-3755001582,Lead Data Scientist (6286),Cromwell,ML/AI,"No matter where you are in your career – or where you want to be – we’re here to create a great place to work where you can grow, perform and love what you do. At Cromwell, we’re all individuals, with unique backgrounds and personalities. But we have one thing in common: delivering exceptional service for our customers. And we do this through our purpose of
Keeping Industry Working
.
Spearheading our data science initiatives to develop and implement business data-driven solutions and improve pro",,False,True
Emotional Intelligence (Eq),both,https://www.linkedin.com/jobs/view/business-systems-analyst-digital-experience-at-2-10-home-buyers-warranty-3800603412,Business Systems Analyst - Digital Experience,2-10 Home Buyers Warranty,Other,"Business Systems Analyst – Digital Experience
Targeted compensation:
$70,000 - $90,000 annually
Compensation Commensurate With Experience And Skill Set
Who we are:
Founded in 1980, 2-10 Home Buyers Warranty (2-10 HBW) strives to improve the quality of housing and the experience of home ownership though its structural warranty offerings and Home Warranty Service Agreements. 2-10 HBW is based in Denver, Colorado, and proudly partners with thousands of the nation’s best builders, real estate agents",,True,True
Emotional Intelligence (Eq),both,https://www.linkedin.com/jobs/view/supervisor-global-supply-chain-1st-shift-6-00-am-2-30-pm-at-allison-transmission-3804452349,"Supervisor, Global Supply Chain - 1st Shift - 6:00 AM - 2:30 PM",Allison Transmission,Product,"JOIN THE TEAM THAT’S POWERING PROGRESS
Building cities. Driving commerce. Saving lives. For over 100 years, Allison Transmission has powered the vehicles and technology that move our world forward.
What powers us? Our employees. From the first person hired by James Allison in 1915 to the thousands across the globe who work for Allison today, we’re driving progress everywhere because we employ top talent worldwide.
Learn more about this role and how you can begin
driving your career forward!
Job ",,True,True
Emotional Intelligence (Eq),both,https://www.linkedin.com/jobs/view/components-engineer-level-3-at-the-hill-3800616184,Components Engineer - Level 3,The Hill,Other,"JOB ID: 657091BR
Date posted: Dec. 18, 2023
Description:We are Lockheed Martin
Join the exciting Components Engineering team, which is part of our Materials Specialty and Process Engineering department, as a Components Engineer. The team is a cornerstone to our design, production, and sustainment programs.
You will be responsible for providing Components Engineering support as a technical expert for electrical standard parts as well as providing standard part support (connectors, wire, cable, sw",,True,True
Emotional Intelligence (Eq),both,https://www.linkedin.com/jobs/view/network-technician-at-prosearch-3797220498,Network Technician,ProSearch,Other,"Direct Hire Bath, Maine
Location: Bath, Maine
Type: Direct Hire
Job #18957
Our mid coast Maine client is seeking to add a
Network Technician
to their growing Infrastructure Team. This
Direct Hire
position will performs routine analyses of voice/data network needs. Gathers information and provides assistance for integration and installations to ensure effective customer network architectures.
Assists in testing and documenting current network technology baselines for both hardware and software to",,True,True
Emotional Intelligence (Eq),both,https://www.linkedin.com/jobs/view/industrial-security-analyst-with-security-clearance-at-clearancejobs-3787525043,Industrial Security Analyst with Security Clearance,ClearanceJobs,Security,"At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across the Atlantic Ocean, to stealth bombers, to landing on the moon. We look for people who have bold new ideas, courage and a pioneering spirit to join forces to ",,True,True
Emotional Intelligence (Eq),both,https://www.linkedin.com/jobs/view/cyber-security-lead-architecture-engineering-at-nbcuniversal-3799893101,Cyber Security Lead (Architecture & Engineering),NBCUniversal,Security,"Company Description
Each day Universal Studios Hollywood creates unforgettable experiences for our guests from around the world. We bring to life the ultimate Hollywood experience with our real working movie studio and heart-pounding rides, shows and attractions that put you inside some of the world’s most popular movies and TV shows. USH offers something for everyone from thrill seekers to movie lovers to family fun for all ages. Our Team Members are passionate individuals who create memorable ",,True,True
Emotional Intelligence (Eq),both,https://www.linkedin.com/jobs/view/medical-laboratory-scientist-microbiology-part-time-trinity-health-oakland-at-trinity-health-3618956192,Medical Laboratory Scientist - Microbiology -Part Time - Trinity Health Oakland,Trinity Health,Other,"Employment Type
Part time
Shift
Day Shift
Description
Medical Laboratory Scientist - Microbiology
Under general supervision, performs qualitative and quantitative laboratory tests on patient specimens, according to established standards and practices. Analyzes test results and prepares samples for testing. Is knowledgeable of the principles and clinical significance involved in test procedures and uses this expertise daily. Demonstrates unit/area-designated competencies.
Education
Baccalaureate ",,True,True
Emotional Intelligence (Eq),both,https://www.linkedin.com/jobs/view/principal-qe-engineer-qa-ra-compliance-external-audit-at-olympus-corporation-of-the-americas-3792985783,Principal QE Engineer QA/RA Compliance - External Audit,Olympus Corporation of the Americas,Other,"Working Location:
MASSACHUSETTS, WESTBOROUGH
Workplace Flexibility:
Field
Are you looking for a company that cares about people’s lives and health, including yours? Let’s inspire healthier lives, together.
Olympus, a leading medical technology company, has focused on making people’s lives better for over 100 years.
Our Purpose is to make people’s lives healthier, safer, and more fulfilling.
Our Core Values are reflected in all we do:
Integrity – Empathy – Agility – Unity – Long-Term View
We deli",,True,True
Emotional Intelligence (Eq),both,https://www.linkedin.com/jobs/view/test-engineer-at-ultimate-staffing-3802435870,Test Engineer,Ultimate Staffing,Other,"Position Summary:
The Test Engineer reports directly to the Engineering Manager. Defining customer requirements (software and hardware) test preparation processes & assembly Maintenance, monitor, implement changes and new requirements. Diagnoses, root cause analysis, quality, continuous improvement, optimization; includes maintaining and executing quality program, calibration, ISO, Lean, etc. The Test Engineer may perform a variety of tasks in accordance with their training, experience, and skil",,True,True
Emotional Intelligence (Eq),both,https://www.linkedin.com/jobs/view/engineer-fluid-power-at-applied-industrial-technologies-3803183375,Engineer - Fluid Power,Applied Industrial Technologies,Other,"Spencer Fluid Power, a subsidiary of Applied Industrial Technologies, is seeking a
Fluid Power System Design Engineer
. Partner with our sales force and provide technical expertise for the design of fluid power systems, customer system integrations and crossover information. This includes preparing hydraulic schematics, test procedures and recommend components. You will provide integral project management for these systems.
As a leading industrial distributor (and Fortune 1000 company), we reali",,True,True
Emotional Intelligence (Eq),tag_only,https://www.linkedin.com/jobs/view/application-analyst-iii-epic-optime-epic-anesthesia-information-solutions-at-musc-college-of-health-professions-3783879031,Application Analyst III/Epic OpTime-Epic Anesthesia - Information Solutions,MUSC College of Health Professions,Other,"Job Description Summary
The Application Analyst III, Clinical, reports to the leader of the clinical applications team in support of MUSC’s academic, research and healthcare missions. Under general supervision, the Application Analyst III, Clinical, provides expertise in evaluating and resolving complex technical issues, demonstrates strong analytical and communication skills to maximize the benefit of Information Solutions services. Generates appropriate communication, process and educational p",,True,False
Emotional Intelligence (Eq),tag_only,https://www.linkedin.com/jobs/view/network-engineer-at-reqroute-inc-3807710525,Network Engineer,"Reqroute, Inc",Other,"Job Title
: Network Engineer
Location
– Onsite - Washington, DC (Need Locals)
JD
The selected candidate will typically report to the Service Delivery Lead responsible for Network & Telecom and work closely with other team members providing IT support to field/remote office. The main responsibilities will include but are not limited to the following:
Participates in the development and implementation of the network infrastructure in field offices, including physical and logical design of network ",,True,False
Emotional Intelligence (Eq),tag_only,https://www.linkedin.com/jobs/view/senior-mechanical-engineer-at-goddard-3805275361,Senior Mechanical Engineer,Goddard,Other,"About Goddard:
Founded in 1997, Goddard is a dynamic, full-service product development and engineering firm specializing in the design and development of medical technology, life science and industrial products. Drawing from the collective expertise of its experienced designers and engineers, Goddard’s mission is to deliver outstanding solutions that positively impact lives.
Why You Should Join Us
Project diversification : Our teams have helped to re-imagine and build products ranging from impla",,True,False
Emotional Intelligence (Eq),tag_only,https://www.linkedin.com/jobs/view/systems-administrator-i-at-texas-a-m-university-3680592484,Systems Administrator I,Texas A&M University,Other,"Job Title
Systems Administrator I
Agency
Texas A&M University
Department
High Performance Research Computing
Proposed Minimum Salary
Commensurate
Job Location
College Station, Texas
Job Type
Staff
Job Description
Our Commitment
Texas A&M University is committed to enriching the learning and working environment by promoting a culture that respects all perspectives, talents & identities. Embracing varying opinions and perspectives strengthens our core values which are: Respect, Excellence, Leaders",,True,False
Emotional Intelligence (Eq),tag_only,https://www.linkedin.com/jobs/view/data-engineer-at-crane-engineering-3804368690,Data Engineer,Crane Engineering,Data Science,"We are a family-oriented Midwest based company in Wisconsin, Minnesota, and Michigan. As a result of our growth, we have a need for a
Data Engineer
.
As the
Data Engineer
at Crane Engineering, you will play a critical role in enhancing our data-driven decision-making capabilities. This senior individual contributor role involves supporting our Dynamics CRM system, constructing BI dashboards, and managing data processes. The ideal candidate will have strong SQL skills and experience in building b",,True,False
Emotional Intelligence (Eq),tag_only,https://uk.linkedin.com/jobs/view/system-forecasting-engineer-at-northern-powergrid-3799300575,System Forecasting Engineer,Northern Powergrid,Other,"System Forecasting Engineer
Location: Newcastle or Leeds Area
Directorate: Energy Systems
Job Ref No: R6068
Do you have what it takes to play a key role in shaping the electricity distribution network of the future and be at the heart of achieving net zero?
We are Northern Powergrid, and we are responsible for powering everyday life for 8 million people across the North East, Yorkshire and northern Lincolnshire. We are a diverse team, creating a smarter, more flexible electricity distribution ne",,True,False
Emotional Intelligence (Eq),tag_only,https://www.linkedin.com/jobs/view/sales-engineer-iii-at-regal-rexnord-3751143581,Sales Engineer III,Regal Rexnord,Other,"Responsible for managing and driving sales growth, while sustaining strategic relationships with a key OEM account with an existing $10M revenue stream within the Residential & Commercial HVAC and Water Heating industries. This position reports directly to the Global Strategic Account Manager, with regular interaction with Customer Engineering, RRX Application/Design Engineering Management and Climate Business Unit leaders to ensure strategic linkages with the customer value propositions. Champi",,True,False
Emotional Intelligence (Eq),tag_only,https://uk.linkedin.com/jobs/view/senior-electrical-design-engineer-at-londinium-recruitment-3792131085,Senior Electrical Design Engineer,Londinium Recruitment,Other,"Due to recent project wins my client is now looking to expand its Deisgn team. The successful candidate will have a building services background and will join the critical systems team, for a leading multidisciplinary building service consultancy.
Responsibilities:
Developing, reviewing, updating, modifying, and approving electrical design plans and work schedules.
Liaising with clients and other engineers to ensure projects are completed to specifications.
Establishing relationships with client",,True,False
Emotional Intelligence (Eq),tag_only,https://www.linkedin.com/jobs/view/senior-scientist-in-vivo-pharmacology-immuno-oncology-early-discovery-at-astrazeneca-3781052520,"Senior Scientist, In vivo Pharmacology: Immuno-Oncology Early Discovery",AstraZeneca,Other,"Senior Scientist, In vivo Pharmacology: Immuno-Oncology Early Discovery
Waltham, MA
Are you a highly motivated and independent Senior Scientist with a passion for cancer pharmacology? Do you have a track record of scientific excellence in the area of in vivo cancer modeling, specifically humanized mouse modeling? If so, we invite you to join our team in Waltham, MA USA. As a Senior Scientist in the IO Discovery group, you will be a key member of a team focused on delivering all aspects of in viv",,True,False
Emotional Intelligence (Eq),tag_only,https://www.linkedin.com/jobs/view/senior-electrical-engineer-at-clickjobs-io-3807223067,Senior Electrical Engineer,ClickJobs.io,Other,"Job Description: We are seeking a Senior Electrical Engineer for a very important client Works with and across the various disciplines of the engineering team, machine shop personnel, and assembly floor personnel for project realization, manufacturability, inspection, and assembly of product One of the primary functions of the position is to create and develop designs that meet product specifications and requirements of our customers whether internal or external.
Provides technical support to Ma",,True,False
Emotional Intelligence (Eq),text_only,https://www.linkedin.com/jobs/view/field-service-engineer-manufacturing-controls-at-nova-automation-3807207388,Field Service Engineer - Manufacturing & Controls,NOVA Automation,Other,"Ready to join the NOVA team? NOVA Automation is a fun, creative, fast-paced industrial automation company in Denver Colorado. You’re a skillful Field Service Engineer, who’s passionate about problem-solving and will spearhead the testing and installation of our robotic automation and packaging systems. This role is at the forefront of our innovation team which includes handling customer service calls and traveling to customer locations in the United States, Canada, and beyond.
You will be a grea",,False,True
Emotional Intelligence (Eq),text_only,https://www.linkedin.com/jobs/view/sr-engineer-phi-at-exelon-3795185484,Sr. Engineer - PHI,Exelon,Other,"Description
Job Description
We're powering a cleaner, brighter future.
Exelon is leading the energy transformation, and we're calling all problem solvers, innovators, community builders and change makers. Work with us to deliver solutions that make our diverse cities and communities stronger, healthier and more resilient.
We're powered by purpose-driven people like you who believe in being inclusive and creative, and value safety, innovation, integrity and community service. We are a Fortune 200",,False,True
Emotional Intelligence (Eq),text_only,https://www.linkedin.com/jobs/view/sr-controls-engineer-at-fecon-3745514464,Sr. Controls Engineer,Fecon,Other,"Job Title:
Senior Controls Engineer
Manager Title:
Director of Engineering
FLSA Status:
Salaried, Exempt
FECON, LLC is a vegetation management equipment manufacturer located in Lebanon, Ohio near Kings Island Amusement Park. FECON is known for having very high-quality products and a team culture – and we are growing! We design, build, test, sell and service our equipment consisting of products such as our well-known “Bull Hog” mulchers, the Stump Ex, our high-quality FTX tractors of varying hors",,False,True
Emotional Intelligence (Eq),text_only,https://au.linkedin.com/jobs/view/rf-engineer-at-rfi-technology-solutions-3788882473,RF Engineer,RFI Technology Solutions,Other,"RF Industries (RFI) is a leading designer and manufacturer of both active and passive Radio Frequency (RF) communications equipment. Specializing in a broad range of active products, including the VHF, UHF, and 800MHz public safety radio bands, RFI is expanding its product range into new market segments within Australia and overseas. We are currently seeking a junior-level RF Design Engineer to join our dedicated team of RF, digital, and software engineers and designers at our Adelaide design an",,False,True
Emotional Intelligence (Eq),text_only,https://www.linkedin.com/jobs/view/sr-hr-technology-analyst-at-everest-consultants-inc-3775973359,Sr. HR Technology Analyst,"Everest Consultants, Inc.",Other,"Title: Sr. HR Technology Analyst
Location:
Denver, CO
Duration:
Contract
Our client has an immediate need for a Sr. HR Technology Analyst. As the Sr HR Technology Analyst, you will collaborate with HR leadership and cross-functional teams to understand business requirements and translate them into effective HRIS solutions as well as manage the implementation of upgrades, enhancements, and integrations within the HRIS system, coordinating with IT and vendor partners as needed. You will also lead ",,False,True
Emotional Intelligence (Eq),text_only,https://www.linkedin.com/jobs/view/senior-financial-analyst-at-healthtrust-performance-group-3733898309,Senior Financial Analyst,HealthTrust Performance Group,Other,"Description
Introduction
Are you passionate about the patient experience? At HCA Healthcare, we are committed to caring for patients with purpose and integrity. We care like family! Jump-start your career as a Senior Financial Analyst today with HealthTrust.
Benefits
HealthTrust, offers a total rewards package that supports the health, life, career and retirement of our colleagues. The available plans and programs include:
Comprehensive medical coverage that covers many common services at no cos",,False,True
Emotional Intelligence (Eq),text_only,https://www.linkedin.com/jobs/view/devops-engineer-sr-with-security-clearance-at-clearancejobs-3780555950,"DevOps Engineer, Sr with Security Clearance",ClearanceJobs,Security,REQ#: RQ162949 Requisition Type: Regular Your Impact Own your opportunity to serve as a critical component of our nation's safety and security. Make an impact by using your expertise to protect our country from threats. Job Description Transform technology into opportunity as a DevOps Engineer with GDIT. A career in enterprise IT means connecting and enhancing the systems that matter most. At GDIT you'll be at the forefront of innovation and play a meaningful part in improving how agencies opera,,False,True
Emotional Intelligence (Eq),text_only,https://www.linkedin.com/jobs/view/principal-engineer-analog-design-at-microchip-technology-inc-3788404163,Principal Engineer - Analog Design,Microchip Technology Inc.,Other,"Are you looking for a unique opportunity to be a part of something great? Want to join a 20,000-member team that works on the technology that powers the world around us? Looking for an atmosphere of trust, empowerment, respect, diversity, and communication? How about an opportunity to own a piece of a multi-billion dollar (with a B!) global organization? We offer all that and more at Microchip Technology, Inc.
People come to work at Microchip because we help design the technology that runs the w",,False,True
Emotional Intelligence (Eq),text_only,https://ca.linkedin.com/jobs/view/senior-scientist-biologics-at-abdera-therapeutics-3787907396,Senior Scientist - Biologics,Abdera Therapeutics,Other,"Who We Are
Abdera Therapeutics Inc. is a precision oncology company developing next-generation targeted radiation therapies- one of the most cutting-edge and highly promising areas of drug development. The company is built on a proprietary modular technology platform optimized for the delivery of radioisotopes to selectively destroy tumor cells while sparing healthy cells. Abdera is using this platform to enable the rapid development of a broad range of safe and efficacious therapies serving can",,False,True
Emotional Intelligence (Eq),text_only,https://www.linkedin.com/jobs/view/data-science-developer-at-kforce-inc-3795109225,Data Science Developer,Kforce Inc,Data Science,"Responsibilities
Kforce has a client that is seeking a Data Science Developer/Machine Learning Engineer (6-month contract) in Salt Lake City, UT (or surrounding areas). Overview: Kforce is seeking a skilled Data Science Developer, also recognized as a Machine Learning Engineer, to join a team for a 6-month contract. This role will primarily focus on data pipelining work for machine learning models. As a vital contributor, you will drive our data platform's efficiency and functionality to support",,False,True
Problem-Solving And Critical Thinking,both,https://www.linkedin.com/jobs/view/volunteer-senior-nature-counter-software-engineer-react-native-full-stack-development-with-visual-guide-at-crowddoing-3803994010,"Volunteer: Senior Nature Counter Software Engineer (React Native, Full Stack Development) with (visual guide)",CrowdDoing,SWE,"Match4Action connects those wanting to volunteer their skills with those in need for remote or local project support, advice, collaboration and mentoring.
Our smart technology platform uses the latest machine learning, artificial intelligence and virtual assistants to match the demand for resources for social impact with the skills and resources available, anywhere in the world. We use blockchain to create and manage a social impact currency.This unique, self sustainable open platform has one ke",,True,True
Problem-Solving And Critical Thinking,both,https://www.linkedin.com/jobs/view/sr-materials-engineer-cell-engineering-at-tesla-3764132411,"Sr. Materials Engineer, Cell Engineering",Tesla,Other,"What To Expect
Telsa’s Cell Engineering Team is looking for a highly motivated electrode development engineer to accelerate our next generation battery cell products. This role will be involved in the design, development, and scaling of advanced battery electrodes. In this role, you will work closely with cross-functional teams to develop early-stage concepts to production scaling activities.
The battery cell is a critical component in Tesla vehicles and energy storage systems. This role will ha",,True,True
Problem-Solving And Critical Thinking,both,https://www.linkedin.com/jobs/view/sr-principal-mechanical-engineer-hybrid-with-security-clearance-at-clearancejobs-3795331166,Sr Principal Mechanical Engineer (Hybrid) with Security Clearance,ClearanceJobs,Security,"Job Description BAE Systems is hiring for a Sr Principal Mechanical Engineer! At BAE Systems, we deliver a full range of products and services for air, land and naval forces, as well as advanced electronics, security, information technology solutions and customer support services. Products encompass a wide range of technologies including digital electronics, RF and analog circuits, mechanical chassis and packaging. If you are an individual that enjoys a cohesive team environment and is intereste",,True,True
Problem-Solving And Critical Thinking,both,https://www.linkedin.com/jobs/view/control-engineer-at-viridi-3800281440,Control Engineer,Viridi,Other,"We are looking for a
Controls Engineer
to design, implement and maintain processes that drive continuous improvement, increased productivity, and quality on our battery assembly line. This position will require excellent communication and critical thinking skills. The Controls Engineer will be working with many different departments and external parties to accomplish goals. They will be expected to find creative solutions to problems and issues as they arise and will be maintaining the line from",,True,True
Problem-Solving And Critical Thinking,both,https://www.linkedin.com/jobs/view/senior-electrical-and-instrumentation-engineer-at-hamlyn-williams-3776627694,Senior Electrical and Instrumentation Engineer,Hamlyn Williams,Other,"My client is hiring a Senior Instrument & Electrical Engineer to contribute to the design, development, and testing of electrical equipment, components, or systems. Applies mathematical and engineering principles and methods to electrical designs. In this role, you will work closely with cross-functional engineering teams to test and troubleshoot. In doing so, this person will directly contribute towards the development of the revolutionary new technology and drive sustainability in the chemical",,True,True
Problem-Solving And Critical Thinking,both,https://www.linkedin.com/jobs/view/sr-technical-support-specialist-at-opentext-3801592314,Sr. Technical Support Specialist,OpenText,Other,"Opentext - The Information Company
As the Information Company, our mission at OpenText is to create software solutions and deliver services that redefine the future of digital. Be part of a winning team that leads the way in Enterprise Information Management.
The Opportunity
OpenText is seeking a Senior Technical Support Specialist, a Level 3 lead technical support position. the Senior Technical Support Specialists are responsible for numerous B2B (business to business) functions such as product",,True,True
Problem-Solving And Critical Thinking,both,https://uk.linkedin.com/jobs/view/applications-scientist-at-bruker-3789362171,Applications Scientist,Bruker,Other,"Overview
Bruker is enabling scientists to make breakthrough discoveries and develop new applications that improve the quality of human life. Bruker’s high performance scientific instruments and high value analytical and diagnostic solutions enable scientists to explore life and materials at molecular, cellular, and microscopic levels. In close cooperation with our customers, Bruker is enabling innovation, improved productivity, and customer success in life science molecular and cell biology rese",,True,True
Problem-Solving And Critical Thinking,both,https://www.linkedin.com/jobs/view/medical-laboratory-scientist-generalist-at-ummc-at-rochester-regional-health-3770091695,Medical Laboratory Scientist - Generalist at UMMC,Rochester Regional Health,Other,"How We Care For You
At Rochester Regional Health, we are dedicated to getting health care right. Our robust benefits and total rewards foster employee wellbeing, professional development and personal growth.
We care for your career while caring for the community.
Paid Time Off & Holidays
Relocation Assistance
Benefits Effective Date of Hire
Tuition Assistance & Student Loan Forgiveness
Employee Referral Program
Employee Assistance Program
Same Day Pay through Daily Pay
Pension Plan
Retirement Pl",,True,True
Problem-Solving And Critical Thinking,both,https://www.linkedin.com/jobs/view/web-development-manager-at-breezeline-3769556846,Web Development Manager,Breezeline,Other,"Our culture lifts you up—there is no ego in the way. Our common purpose? We all want to win for our customers. We aim to always be evolving, dynamic, and ambitious. We believe in the power of genuine connections. Each employee is a part of what makes us unique on the market: agile and dedicated.
Time Type
Regular
Job Description
About Our Company
Breezeline is a dynamic, innovative company providing the very best Internet, TV, and Voice service to the US markets we serve. We Are ‘
Above And Beyo",,True,True
Problem-Solving And Critical Thinking,both,https://www.linkedin.com/jobs/view/cloud-engineer-at-us-ai-3794984448,Cloud Engineer,US AI,Other,"WHO WE ARE
US AI
stands as a forward-thinking digital transformation enterprise, dedicated to enabling individuals to achieve remarkable feats through cutting-edge technology. As an industry leader in AI and Cybersecurity, we are actively seeking top-tier talent to spearhead the commercialization of groundbreaking products and propel our business to new heights.
If you're passionate about pushing the boundaries of what's possible in the digital realm, then this is the place for you. Come work wi",,True,True
Problem-Solving And Critical Thinking,tag_only,https://www.linkedin.com/jobs/view/market-data-developer-leading-global-hedge-fund-excellent-compensation-%2B-benefits-at-mondrian-alpha-3797486637,Market Data Developer - Leading Global Hedge Fund -  Excellent Compensation + Benefits,Mondrian Alpha,SWE,"My client, a prestigious global Hedge Fund, are seeking an experienced C#/Python Developer to join the brand-new US team, based in New York. You will be the first hire into this region, tasked with helping to rapidly grow this team!
My client are looking for a passionate and skilled developer to take the reins of their market data aggregation platform and drive it to new heights. As a key member of this team, your responsibilities will span from data ingestion to performance optimization, ensuri",,True,False
